Item ID,Sentiment,SentimentText,Clean_text
303,7,"@sureshpprabhu @RailMinIndia @drmbikaner @SrdcmC  ??!STNL stn ?? ??? concerned officer ???? ???????????? ??,???? ???? mini ??? only ?? ??? ?",stnl stn concerned officer mini
304,6,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train byâ¦ ,rt saturdaymotivation punish murderer engineer husband thrown train byâ
305,3,@RailMinIndia Travlling in trn no15024 YPR GKP frm KCG to LKO.PNR 4836770906 Vendors ovrcharging for cold drinks/chips by Rs 5.Tea for Rs10,travlling trn ypr gkp frm kcg lkopnr vendors ovrcharging cold drinkschips rs tea rs
306,5,@RailMinIndia please help. His PNR number is 2820176609,please help his pnr number
307,4,"@RailMinIndia sir train no 12562 runs apprx 4 hr late/day..today also it is running too late,I want to draw ur kind attention towards this.",sir train run apprx hr latedaytoday also running latei want draw ur kind attention towards
308,7,@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur,kindly clarify name station
309,5,@RailMinIndia Not refunded by counter for waiting list counter tickt after chart prepared and not travelled.PNR 2418998762Plz help me out.,not refunded counter waiting list counter tickt chart prepared travelledpnr plz help
310,5,@sureshpprabhu @RailMinIndia Like airport fees railway must charge Rs.25 per ticket as station development and maintenance fees.,like airport fee railway must charge rs per ticket station development maintenance fee
311,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 3, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",tweet no late again today morning peak hour min jam packed made in india
312,3,"@RailMinIndia got stale snacks in train no.12791 in evening.(berth no.55 B-2, 3A). Vendor argued n denied. https://t.co/f23gpEeBtN",got stale snack train eveningberth b a vendor argued n denied httpstcofgpeebtn
313,3,"@RailMinIndia travelling in B4 33 34, 22461, tea is worthless, quality very poor, when complained misbehaved by vendor of the train.plz help",travelling b tea worthless quality poor complained misbehaved vendor trainplz help
314,0,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets absolutely clean,traveled station last day never seen stations clean hygienic coaches amp toilets absolutely clean
315,4,@sureshpprabhu  Hundreds of ppl waiting at plateform# 13 since last 5 hrs. Is any one take responsibility?@RailMinIndia 2/2,hundreds ppl waiting plateform since last hr is one take responsibility
316,3,"@RailMinIndia pnr no 2219054565 As i orderd food frm train frm e catering , i dont hv any print out of ordr slip , which they require .",pnr as orderd food frm train frm e catering dont hv print ordr slip require
317,6,@RailMinIndia sir I am since morning and two time I had connected the at no 011-39340000 . But they give me very bad response . 1/2,sir i since morning two time i connected but give bad response
318,0,"@sureshpprabhu @RailMinIndia Air conditioning not functional at Coach A3, 12424 DBRT Rajdhani, departed NDLS on 10-Jun. Request attention.",air conditioning functional coach a dbrt rajdhani departed ndls jun request attention
319,0,@sureshpprabhu @RailMinIndia Ws at Lko Charbagh station ystrdy. Lack of sufficient sitting arrangements and platform ws vry dirty.,ws lko charbagh station ystrdy lack sufficient sitting arrangement platform w vry dirty
320,5,@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in localâ¦ https://t.co/VIlogxqpl1,ajmer exp some people sleeping localâ httpstcovilogxqpl
321,6,@RailMinIndia we are wants given best ideas and technology for Indian railway development more than against Japan and China,want given best idea technology indian railway development japan china
322,6,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busineâ¦ ,rt we process drawing policy sector economy increase busineâ
323,4,"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indicationsâ¦ https://t.co/9EBewnWUpM",plz favour jaunpur jn jnu one foot bridge covered coach indicationsâ httpstcoebewnwupm
324,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe #buckuprailways https://t.co/iFieGs6jnS,train c found fly food unhygenic unsafe buckuprailways httpstcoifiegsjns
325,7,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar,a highland moon enchantment mary morgan historical pnr httpstcoqrkkqtlakx via
326,1,@RailMinIndia Our bag  was stolen while traveling from@bhopal to mathura color mustard M.k is written on it some cash and imp documents,our bag stolen traveling mathura color mustard mk written cash imp document
327,0,@RailMinIndia Water not available in train no. 22944Coach S10PNR 8148142547,water available train coach spnr
328,0,@RailMinIndia PNR 8148161618No water in any of the taps provided be it washbasin or toilets.,pnr no water tap provided washbasin toilet
329,3,@RailMinIndia  @mealsonwheels #missing cutlery drink sache etc. Server n TT say menu old. 12006 C1 65 10/06 Just FYI https://t.co/uKBiOqICpG,missing cutlery drink sache etc server n tt say menu old c just fyi httpstcoukbioqicpg
330,3,"@RailMinIndia Sir,???? ?????? ???? Tweet Delete ?? ???? ??,water point ?? ???????? ???? ???? ?? ??? ??,???? ??????? ???? ?? ???? action ????",sir tweet delete water point action
331,4,@RailMinIndia @DRMBRCWR Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. Aâ¦ https://t.co/p5Ispx8g3R,maximum train stoppage bharuch we want also stoppage train evening time aâ httpstcopispxgr
332,0,"@RailMinIndia @sureshpprabhu filthy toilet in A1 coach of Shalimar Exp 14645, coach smelling rotten. Can any1 redUce our tragedy?",filthy toilet a coach shalimar exp coach smelling rotten can reduce tragedy
333,3,@sureshpprabhu @RailMinIndia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it..,sir yesterday saw launch irctc menu kid healthy junk food pls look
334,1,"@RailMinIndia @Abhishe10700831 Sir, FIR has been lodged by GRP/Gwalior vide Cr.No. 75/16 U/S 380 IPC.",sir fir lodged grpgwalior vide crno us ipc
335,6,"RT @LisaCBooks: Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",rt dark pursuit pnr holiday story sale cent httpstcomfxzyctii httpstcoqvseutkti
336,5,@ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct @drmbct please take N/A.,please take na
337,6,"@RailMinIndia @soumyaz007 Sir, attended u r mother at Berhampur &amp; Khurda road, but she had no problem. Thanks for calling us.",sir attended u r mother berhampur amp khurda road problem thanks calling u
338,1,"@RailMinIndia @sureshpprabhu Train 12554, DOJ 10/6/16In frst general coach2nd part ppl r fighting n in another only few ppl are there,Why",train doj in frst general coachnd part ppl r fighting n another ppl therewhy
339,0,"@RailMinIndia @sureshpprabhuSir,problem still persistNo water in Toilets and wash basinTrain is halted at small stops making it more late",problem still persistno water toilets wash basintrain halted small stop making late
340,3,@RailMinIndia @sureshpprabhu.HE REPLIED if you can complain you can.I am from IRCTC not any vendor.PNR No 4119867656 https://t.co/Sn1rEHHs0U,he replied complain cani irctc vendorpnr no httpstcosnrehhsu
341,4,"@RailMinIndia @drmmumbaicr @GM_CRly Today during the morning peak hours, trains were jam packed &amp; late by almost 15-20 mins. MADE IN INDIA.",today morning peak hour train jam packed amp late almost min made in india
342,5,@sureshpprabhu Sir plz help to get handicap id card for online ticket booking on IRCTC. Officials at CSTM stn not helping! @RailMinIndia,sir plz help get handicap id card online ticket booking irctc officials cstm stn helping
343,6,"@RailMinIndia thanks for quick response.Staff attended,inform me that sun window screen was there. Sorry for misunderstanding on my part.",thanks quick responsestaff attendedinform sun window screen sorry misunderstanding part
344,3,@RailMinIndia 12142 please enquiry pantry carMineral water neer not saleComing station SantaSale water other local company,please enquiry pantry carmineral water neer salecoming station santasale water local company
345,5,"@RailMinIndia Dearsir,mymom is &gt;60 yrs and my law she is 46 but i hv cnfrm ticket from yuva pnr 2547183534 UB for bth F.plz help forUB to LB",dearsirmymom gt yr law hv cnfrm ticket yuva pnr ub bth fplz help forub lb
346,5,"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing",ajmer exp some people sleeping local coash senior citizen lady many people standing
347,0,@RailMinIndia train no.12791 coach B2 ....no water in toilet since morning......kindly help,train coach b water toilet since morningkindly help
348,5,@RailMinIndia I don't know how transgenders enter in sleeper class without  valid ticket and bag for money and bother young boys..,i dont know transgenders enter sleeper class without valid ticket bag money bother young boy
349,3,@RailMinIndia @drmdelhi water point vendor at PF 1 charging extra money for water without any reason.,water point vendor pf charging extra money water without reason
350,0,@RailMinIndia @sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area. https://t.co/olc5vM41ua,cleaning staff railway dumping garbage gap vestibule area httpstcoolcvmua
351,4,@sureshpprabhu @RailMinIndia Sir mai 1 month me 5-6 bar yatra kr aur aaj bhi kr rha 22408 ANVT-BSB se aur hr bar ye late h aur aaj bhi late,sir mai month bar yatra kr aur aaj bhi kr rha anvtbsb se aur hr bar ye late h aur aaj bhi late
352,3,"

@RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cheating in name of food",sir get r paying cheating name food
353,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/t2BvLBOTOP",boarded train number starting new delhi station b compartment completely dirty httpstcotbvlbotop
354,6,@RailMinIndia replace the boggie at the latest,replace boggie latest
355,0,@sureshpprabhu @RailMinIndia last night travel from badnera(MH)found no Cleanliness@station.Toilets/water dispenser was in bad shape,last night travel badneramhfound cleanlinesstoiletswater dispenser bad shape
356,0,@RailMinIndia No water in B1 of 15232 since noon. People are buying mineral water to go to washrooms. Please help. Pnr 6352338749,no water b since noon people buying mineral water go washroom please help pnr
357,7,@anujajoshi9 @RatlamDRM @RailMinIndia @IR_ENHM will be attended at kota . please share your mobile no .,attended kota please share mobile
358,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/crClsrbPvB,vendor simply overcharging charging r instead r printed mrp httpstcocrclsrbpvb
359,3,"@sureshpprabhu @RailMinIndia Thnks for baby food in selected stations. Cant there be essential medical stores, under JAN AUSHADHI Scheme?",thnks baby food selected station cant essential medical store jan aushadhi scheme
360,2,@sureshpprabhu @RailMinIndia middle birth fall on me while sleeping on lower birth due 2 technical fault in middle birth.,middle birth fall sleeping lower birth due technical fault middle birth
361,0,@RailMinIndia we presently traveling from tata nagar to jammu by muri express(18101).We are facing lot of problems mainly water  in toilet.,presently traveling tata nagar jammu muri expresswe facing lot problem mainly water toilet
362,5,@sureshpprabhu @RailMinIndia so get Aadhar no of passengers travelling you get all details automatically. Mobile nos send ticket details it,get aadhar passenger travelling get detail automatically mobile no send ticket detail
363,1,"@RailMinIndia @7Ravik Sir, FIR has been lodged by GRP/MGS vide Cr.No. Nil/127/16 U/S 379 IPC has been transferred to GRP/NDLS.",sir fir lodged grpmgs vide crno nil us ipc transferred grpndls
364,4,"@sureshpprabhu sir, I am at NDLS st. 3 plateform counter and only one no.8 is active. We commuters are facing problems.@RailMinIndia",sir i ndls st plateform counter one active we commuter facing problem
365,4,@RailMinIndia @IRCTC_Ltd @DCPDelhiRailway @drmdelhi Train 12724 has been at a halt since 30 mins at Hazrat Nizamuddâ¦ https://t.co/ntm09W6sci,train halt since min hazrat nizamuddâ httpstcontmwsci
366,2,@RailMinIndia @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name Ahmad Ali D2 sheat no 29,name ahmad ali d sheat
367,0,"Travelling in an extremely unclean compartment in Falaknuma 12703, no cleaning done on compartment B3.water loggedâ¦ https://t.co/JwALKcH36T",travelling extremely unclean compartment falaknuma cleaning done compartment bwater loggedâ httpstcojwalkcht
368,6,@amt10x @RailMinIndia @nerailwaygkp  https://t.co/mWqazSZhv9,httpstcomwqazszhv
369,6,@RailMinIndia @sureshpprabhu  mumbai locals collapsed on very first day of monsoon.hope we will not suffer in this season,mumbai local collapsed first day monsoonhope suffer season
370,5,@RailMinIndia travelling in 12955 frm Mum to kota. Sunshine vendor charging 25 Rs for ice cream of Rs 10. Evn after objecting no refund.,travelling frm mum kota sunshine vendor charging rs ice cream rs evn objecting refund
371,0,@RailMinIndia in train no 19168 we r facing horrible cooling problem since early morning... do some necessary action,train r facing horrible cooling problem since early morning necessary action
372,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/tZ1SopOrL4,httpstcotzsoporl
373,0,"@RailMinIndia ;@sureshpprabhuTravelling by 12111.No water in B3, B4. Raised to TTE,called Igatpuri. No action. Again to Bhusaval. Pls help.",no water b b raised ttecalled igatpuri no action again bhusaval pls help
374,0,@sureshpprabhu @RailMinIndia it was very difficult to locate a dustbin @ Wardha railway stn. How do you expect to keep it clean...,difficult locate dustbin wardha railway stn how expect keep clean
375,4,@RailMinIndia @sureshpprabhu  what is the benefit of paying 2000-3000 for sleeper tickets when train is running late https://t.co/g0p0TxfZGZ,benefit paying sleeper ticket train running late httpstcogptxfzgz
376,5,@RailMinIndia My mother is a cancer patient but does not get confirm ticket https://t.co/gG1iO1XTaW,my mother cancer patient get confirm ticket httpstcoggioxtaw
377,5,"@sureshpprabhu @RailMinIndia u say service has got prompt.sample this,filed TDR on 13th feb 16,yet to get refund https://t.co/LUwYRX2Tfv",u say service got promptsample thisfiled tdr th feb yet get refund httpstcoluwyrxtfv
378,4,#NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦ https://t.co/8C0robxMP9,ntes national train enquiry system updating mumbai localtrain running info properly httpstcocrobxmp
379,0,"@sureshpprabhu @RailMinIndia PNR 8248171565,Train No.12141, train just started few hrs back, toilet dirty, no light in 1 toilet, no water",pnr train no train started hr back toilet dirty light toilet water
380,0,RT @RupSgsits: @RailMinIndia Fan is not working in Train:12295 coach S2-47/48. Please assist.,rt fan working train coach s please assist
381,6,RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter,railminindia no responce railway plz look matter
382,3,@RailMinIndia @sureshpprabhu food quality is very bad and behaviour of vender is very rude,food quality bad behaviour vender rude
383,4,@RailMinIndia Train no-05514 is 5 hours late.this train is for suvidha but what I m waiting for train at least 4 hours.,train hour latethis train suvidha i waiting train least hour
384,5,@sureshpprabhu Must check online tatkal ticket conspiracy #agentsfeed #publicbeingcheated #follpublic #govtloot @RailMinIndia @IRCTC_Ltd,must check online tatkal ticket conspiracy agentsfeed publicbeingcheated follpublic govtloot
385,7,@arpiturfrnd      Kindly share PNR number for further action.   @Drmdelhi @IR_ENHM,kindly share pnr number action
386,7,@RailMinIndia @ahamadali222 @IR_EDMECHG @CRSE_CHG_NR matter is fwd to the @SrDMEdelhi,matter fwd
387,5,"@RailMinIndia can I use an unused ticket (today) of an express for fast passenger at 4PM,today ? Or I have to buy a new ticket?",i use unused ticket today express fast passenger pmtoday or i buy new ticket
388,7,@RailMinIndia @Siriusblack1213 @rpfncr Matter advised to concerned official @nr_ctg for necessary action.,matter advised concerned official necessary action
389,0,"fan isnt working for the last 6 hours at the time of peak summer, do help  pnr 4512791357 ",fan isnt working last hour time peak summer help pnr
390,5,@RailMinIndia  Booked a E-ticket on PNR NUMBER- 6153163290.BUT till now not receiveing the ticket message on my resistor phone number.,booked eticket pnr number but till receiveing ticket message resistor phone number
391,0,"charger points of the complete bogie malfunctioning, need immediate attention pnr 4512791357",charger point complete bogie malfunctioning need immediate attention pnr
392,4,@RailMinIndia train 12903 stuck between Kosikalan n palwal since one hour and no info when it will start as overhead wire has been broke,train stuck kosikalan n palwal since one hour info start overhead wire broke
393,5,@sureshpprabhu @RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets.,irctc looting customer non confirmed ticket deducting even non confirmed wl ticket
394,1,"@RailMinIndia HELP! HELP! 2 handbags with valuables stolen. How safe is travel on Indian Rail! PNR-8145511I31,8345511270. @sureshpprabhu",help help handbag valuable stolen how safe travel indian rail pnri
395,7,"@RajivPa42303624  Kindly share PNR number, issue referred to concerned officials @ed_eeg @Drmkhurdaroad",kindly share pnr number issue referred concerned official
396,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/aKLL2IZgbs,httpstcoakllizgbs
397,6,@IRCTC_Ltd @RailMinIndia Check pics of railway failure https://t.co/trUCYQyBzM,check pic railway failure httpstcotrucyqybzm
398,1,@RailMinIndia @sureshpprabhu my wife's golden chain (mangal sutra) snatched in train. PNR:8402856864. Location .. https://t.co/rvI0yOfU0J,wife golden chain mangal sutra snatched train pnr location httpstcorviyofuj
399,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd Disappointed trying ticket for past one and half hours!! How do we travel?? https://t.co/WgYEbrYZSB,disappointed trying ticket past one half hour how travel httpstcowgyebryzsb
400,0,@RailMinIndia in LTT DBG SUVIDHA train 05514 not working fan in S1 locomotive.side fan,ltt dbg suvidha train working fan s locomotiveside fan
401,5,"@RailMinIndia plz remove 'berth preference' in tatkal booking.we want tkt anyhw on any berth,so 'ur choice has not met'is jst time consuming",plz remove berth preference tatkal bookingwe want tkt anyhw berthso ur choice metis jst time consuming
402,5,@RailMinIndia I've called to railway enquiry but I didn't receive any satisfactory answer..,ive called railway enquiry i didnt receive satisfactory answer
403,0,"@RailMinIndia @sureshpprabhu  pnr:8347596623 sir,the ac is not working in my coach and TTE has refused to write receitfor refund.",pnr sirthe ac working coach tte refused write receitfor refund
404,0,unable to sit due to sticky stains on berth. PNR no 4512791357. do help immediately.,unable sit due sticky stain berth pnr help immediately
405,3,@RailMinIndia pls do needful to get water in train no. 18104 ( Tata Amritsar exp.) in B1 coach,pls needful get water train tata amritsar exp b coach
406,5,@RailMinIndia @sureshpprabhu  Irctc site does not show the side middle berth optn for puri-ypr garib rath &amp; in ticket it shows as side lower,irctc site show side middle berth optn puriypr garib rath amp ticket show side lower
407,5,@RailMinIndia @sureshpprabhu I wonder how Tatkal ticket can be booked by any agent and not be general people..,i wonder tatkal ticket booked agent general people
408,0,@RailMinIndia the air conditioning is not effective in A2 coach of Mysuru express from Chennai central,air conditioning effective a coach mysuru express chennai central
409,5,@RailMinIndia i was booking my tiket with irctc. Payment has been done but no tiket booked. Happened twice. No refunds till now from irctc.,booking tiket irctc payment done tiket booked happened twice no refund till irctc
410,1,"@RailMinIndia- *Urgent*Pease HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",urgentpease hlp my sis travlng vid month baby kid intrainlost reticuleshe depressdpnr
411,0,@RailMinIndia Train no. 17623. Pnr 4320497723. Housekeeping selling water dat too @20rs viz printd rs15 in TTEs presence.No soap in toilt.,train pnr housekeeping selling water dat viz printd r ttes presenceno soap toilt
412,3,@RailMinIndia @drmdelhi @sureshpprabhu unauthorized vendors selling food beverages and water in train 14645 and taking overprice9451010334,unauthorized vendor selling food beverage water train taking overprice
413,6,RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwinâ¦ ,rt hot newrelease bestselling author grace goodwin pnr scifi twrw her cyborg beast grace goodwinâ
414,5,@sureshpprabhu @RailMinIndia Sir train 19046 is overloaded wid wait listers &amp; current Ticketers due 2 that confirmed passengers r in problem,sir train overloaded wid wait lister amp current ticketers due confirmed passenger r problem
415,4,"@RailMinIndia My train 12308, in 2 hours from SSM Jn, Cant get any running status aur cancellation info. What to do",my train hour ssm jn cant get running status aur cancellation info what
416,5,@RailMinIndia  A ticket with PNR 8465175527 was cancelled with id 100000083493884. but no refund received yet.,a ticket pnr cancelled id refund received yet
417,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.... https://t.co/gqCR7xEvGm,water wasted lttmumbai no action taken station master httpstcogqcrxevgm
418,4,@RailMinIndia @sureshpprabhu train overtaking dis suvidha train inspite being double track train being stopped 4 hours n train is psssed,train overtaking dis suvidha train inspite double track train stopped hour n train psssed
419,0,@RailMinIndia good morning India . Sir chapra railway station in stay tapti Ganga express but no clean any general bogey plz rectified,good morning india sir chapra railway station stay tapti ganga express clean general bogey plz rectified
420,1,"@RailMinIndia This Guy is missingName - Avinash Singh, Age - 23Plz help to find out, 7873737047, 9938178192 https://t.co/h7FG4LGig2",this guy missingname avinash singh age plz help find httpstcohfglgig
421,4,@RailMinIndia varanasi sealdah upper india exp is getting too late everyday. We r so much depending on this train.pls solve this problem sir,varanasi sealdah upper india exp getting late everyday we r much depending trainpls solve problem sir
422,4,"@RailMinIndia @GM_NRly filed TDR on 1st may, no response till now. The train was diverted,  why so much delay in response. PNR#8646785551",filed tdr st may response till the train diverted much delay response pnr
423,7,"@RailMinIndia @mohitgandhi7 Sir, It is a matter of great satisfaction that, missing person was traced.Thanks for calling us.",sir it matter great satisfaction missing person tracedthanks calling u
424,4,@RailMinIndia Loss Rupees 2500 on Monday due to 2.5 hrs latency in Jbp-Ind express. Very bad. Late without any reason. Got late in ofc,loss rupees monday due hr latency jbpind express very bad late without reason got late ofc
425,0,"@RailMinIndia: I am frequent traveller in 16022, 16021 train. Initially I saw dust bin cover in sleeper. Now I could not find. Any reason?",i frequent traveller train initially i saw dust bin cover sleeper now i could find any reason
426,6,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  it's your habit to make crowd, dhkka mukki for tickets",habit make crowd dhkka mukki ticket
427,0,@RailMinIndia Respected sir please clean this coach in train no. 19327 https://t.co/NErzeb8wNA,respected sir please clean coach train httpstconerzebwna
428,1,"@sureshpprabhu @RailMinIndia Security of pssngrs in trains is real prblm in eastern railways. Everyday chain ,purse snatching is takng place",security pssngrs train real prblm eastern railway everyday chain purse snatching takng place
429,5,@RailMinIndia My Rating over Coach Quality:Rank 1 : CR2 : WR3 : NR4 : NWR5 : SCR ( Sachkhand Exp rake very poor).,my rating coach qualityrank cr wr nr nwr scr sachkhand exp rake poor
430,7,@DRMbhopal @kiran_k28 @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,sorry inconvenience complaint attend itarsi
431,0,"pnr 4512791357 mosquitoes flis hovering , pls do some cleanup, tt not responding positively ",pnr mosquito flis hovering pls cleanup tt responding positively
432,5,"@RailMinIndia Ghar me satyanarayan ka paath karvaya hai,shayad ab mujhe dilli ki ticket mil jae....",ghar satyanarayan ka paath karvaya haishayad ab mujhe dilli ki ticket mil jae
433,5,@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citâ¦ https://t.co/uF5KUdQ0hU,ajmer exp some people sleeping local coash senior citâ httpstcoufkudqhu
434,1,"@RailMinIndia I, Joydev Gangully on 8/6/16 returning by Falaknuma Express. Around 5:17am my two ATM card &amp; cash rs 2000 stolen.",i joydev gangully returning falaknuma express around two atm card amp cash r stolen
435,6,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach,train last coach
436,1,"@RailMinIndia I am traveling in 12947 s-10,And what a security from the railway? I did not see any security person from 9:30 to  4:30.",i traveling sand security railway i see security person
437,5,@sureshpprabhu @RailMinIndia  Appreciate the grt wrk. Pls look into the IRCT site also at Tatkal bkng hrs. Its s joke. #PrabhuKiRaftaar,appreciate grt wrk pls look irct site also tatkal bkng hr its joke prabhukiraftaar
438,4,"@RailMinIndia railway is making mockery of its passengers through So called Suvidha express, unnecessarily running late, for what ( 1/2)",railway making mockery passenger so called suvidha express unnecessarily running late
439,0,"@sureshpprabhu @drmbct @RailMinIndia 19259 @panvel no water in s6. Stinking, sad plight.10jun",water stinking sad plightjun
440,5,@RailMinIndia  isn't tatkal booking is allowed at every station counter? unable to book at teghra station(TGA),isnt tatkal booking allowed every station counter unable book teghra stationtga
441,3,@RailMinIndia @sureshpprabhu . Open corruption is being done by pantry car ppl in train no. 12562 swatantrata senani express.,open corruption done pantry car ppl train swatantrata senani express
442,5,@RailMinIndia will not be refunded?Please provide justification for deducted amount.........,refundedplease provide justification deducted amount
443,6,@NashikNews https://t.co/u8sL0GURHI,httpstcouslgurhi
444,6,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets also clean! Kudos,traveled station last day never seen stations clean hygienic coaches amp toilets also clean kudos
445,3,"@RailMinIndia we appreciate the efforts by Rly but ur RPF are menace,all the time they are eating in pantry n passengers don't get service.",appreciate effort rly ur rpf menaceall time eating pantry n passenger dont get service
446,0,@RailMinIndia monsoon in Kerala train 12075 is leaking. Windows do not shut properly. Pathetic plight,monsoon kerala train leaking windows shut properly pathetic plight
447,0,@sureshpprabhu @railminindia in starting and in end of coach closed doors like AC coach will stop smell entering in coach of toilets. thnx,starting end coach closed door like ac coach stop smell entering coach toilet thnx
448,0,"@RailMinIndia Duranto exp12262. Food excessive spicy unable to eat. Cockroaches roaming inside. Toilet stinking. Coach BE1 : seat 34,35,37.",duranto exp food excessive spicy unable eat cockroaches roaming inside toilet stinking coach be seat
449,3,@RailMinIndia Which city was first to get Water ATM @ rly station?Which cities have installed water ATMs? pls reply ASAP,which city first get water atm rly stationwhich city installed water atms pls reply asap
450,0,@RailMinIndia toilet of B3 coach in 11081 is leaking. Please do something ASAP https://t.co/Hwn4sT86zF,toilet b coach leaking please something asap httpstcohwnstzf
451,4,@sureshpprabhu @RailMinIndia The local train service is very bad on harbor line no place for commuters. Please help https://t.co/FhYqNTO89W,the local train service bad harbor line place commuter please help httpstcofhyqntow
452,3,@RailMinIndia @sureshpprabhu adulterated water being given 2 ppl in paschim express.Vendor refused2 give rail ner https://t.co/0Si6pc59km,adulterated water given ppl paschim expressvendor refused give rail ner httpstcosipckm
453,0,@RailMinIndia @sureshpprabhu PNR:2646997109 trn02396 b2 ac didn't wrk at al from starting plz refund the ticket thanks,pnr trn b ac didnt wrk al starting plz refund ticket thanks
454,0,"@RailMinIndia @RailwayNorthern @GM_NRly @drmdelhi @drmumb @drmbikaner PNR-2865480614, MOBILE CHARGING POINTS NOT WORKING. PLEASE RESOLVE.",pnr mobile charging points not working please resolve
455,4,@RailMinIndia sir train no 12276 is running late by 5 hrs. There is no provision for even getting tea on board. What a passenger can do,sir train running late hr there provision even getting tea board what passenger
456,4,"@railminindia train number 13288 is delayed by about 3 hours, but NTES says its on time and has reached.",train number delayed hour ntes say time reached
457,1,"@RailMinIndia @sanjayyadav1985 Sir, FIR lodged by GRP/Jaipur vide Cr.No.00/115/16 U/S 323 &amp; 341 IPC has been transferred to GRP/Rewari.",sir fir lodged grpjaipur vide crno us amp ipc transferred grprewari
458,2,@RailMinIndia please help. His PNR number is 2820176609,please help his pnr number
459,4,@RailMinIndia  No one taking responsibility either at NDLS or BZA. It was supposed to be delivered on 4th. My work is suffering.,no one taking responsibility either ndls bza it supposed delivered th my work suffering
460,4,You let me in trouble @RailMinIndia my train got cancelled without any information...my journey is stuck in betweenâ¦ https://t.co/PCHxmHOmsf,you let trouble train got cancelled without informationmy journey stuck betweenâ httpstcopchxmhomsf
461,3,"@sureshpprabhu @RailMinIndia dear sir, U took a good initiative of WaterATM but the machine is dispensing 900ml water on the price of 1ltr",dear sir u took good initiative wateratm machine dispensing ml water price ltr
462,1,"@RailMinIndia Sir,Please HLP My Sis travlng vid 9months baby+2kid inTrain12479Lost her reticule-she is vry depressd-pnr-2419055140,pls asist",sirplease hlp my sis travlng vid month babykid intrainlost reticuleshe vry depressdpnrpls asist
463,1,"@RailMinIndia @Jorebungley Sir, missing girl could not be traced. Pl lodge missing report with GRP/Siliguri",sir missing girl could traced pl lodge missing report grpsiliguri
