Item ID,Sentiment,SentimentText,SentimentText_Copy
266,0,"@RailMinIndia travelling from bnglr to murudeswar in train 16523,s5 coach.toilets a stinckng and its tough for passengers to sit here",travelling from bnglr to murudeswar  train s coachtoilets a stinckng and its tough for passengers to sit here
267,5,"@RailMinIndia the process of student concession  in season tickets is so critical in ajmer railway region. I am at udaipur, helpless",the process of student concession   season tickets  so critical  ajmer railway region i am at udaipur helpless
268,7,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦,rt
269,4,@RailMinIndia @sureshpprabhu  train no 12502 is made unexpected late without any reason . We r held up at ahraura since last one hour.,train no   made unexpected late without any reason  we r held up at ahraura since last one hour
270,4,@sureshpprabhu @RailMinIndia   Train 12241 journey from Cdg to LDH is 100 mins But train is stopping @ every station late by 30 mins,train  journey from cdg to ldh   mins  train  stopping  every station late by  mins
271,6,@RailMinIndia @sureshpprabhu  Ultimate speed coming of free WiFi provided by Google at Lucknow railway station. Thanks all.??,ultimate speed coming of free wifi provided by google at lucknow railway station thanks all
272,5,@RailMinIndia sir TC collector of every train take black money for allotting seat. Which is depend on ticket min 200? it hpnd wid  me,sir tc collector of every train take black money for allotting seat which  depend on ticket min  it hpnd wid  me
273,0,"@RailMinIndia it's really bad service for RAC under 3rd AC category.... Really a bad experience.. No pillow,no bed sheet n really rude staff",its really bad service for rac under rd ac category really a bad experience no pillowno bed sheet n really rude staff
274,6,@RailMinIndia Thanks for your reply,thanks for your reply
275,3,@RailMinIndia What is the actual price of dinner food in railway? I am in Porbandar- Motihari exp. 19269,what  the actual price of dinner food  railway i am  porbandar motihari exp
276,5,@RailMinIndia Huge crowd waiting to get tickets fr train# 16116 in VM stn but only 2 counters functioning.  Pls increase no of counters.,huge crowd waiting to get tickets fr train   vm stn  only  counters functioning  pls increase no of counters
277,5,"@sureshpprabhu Sir, IRCTC ticket booking site goes stuck daily from 11 am to 11.30 am during tatkal booking. @RailMinIndia",sir irctc ticket booking site goes stuck daily from  am to  am during tatkal booking
278,6,@Maths_Expert @ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct YES,yes
279,3,@RailMinIndia I want to know about meal throughout my journey . Reply me as soon as possible,i want to know about meal throughout my journey  reply me as soon as possible
280,2,"@RailMinIndia , my child is suffering from high fever, can i take Carlpol syrup in train no 12565, A1/40",my child  suffering from high fever can i take carlpol syrup  train no  a
281,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/PTC5NKfsv5,httpstcoptcnkfsv
282,4,@RailMinIndia @sureshpprabhu pathetic railway 5 to 6 train has been overtaken at cheoki n dis suvidha is stuck mre than 1hrs now 05514,pathetic railway  to  train has been overtaken at cheoki n dis suvidha  stuck mre than hrs now
283,7,@leomanojc @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/ZYfC5aoBnl,httpstcozyfcaobnl
284,6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  https://t.co/pI0q6MyzyH,httpstcopiqmyzyh
285,0,@RailMinIndia continuos water wastage fr om southern most tap at patna junction  platform no. 9.dont know whom to contact,continuos water wastage fr om southern most tap at patna junction  platform no dont know whom to contact
286,3,@RailMinIndia @drmjabalpur @IRCTC_Ltd @sureshpprabhu  There is no water served in the train no. 12295 with the food. The pnr is 4419894531,no water served  the train no  with the food the pnr
287,5,@RailMinIndia @drmadiwr @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coaâ¦ https://t.co/r6okRu4sYv,ajmer exp some people sleeping  local coa httpstcorokrusyv
288,6,@sureshpprabhu @RailMinIndia @Central_Railway @Narendra_IRTS progress for mumbai harbour line is snail slowCattle class traveling :(,progress for mumbai harbour line  snail slowcattle class traveling
289,5,@RailMinIndia  irctc shows this stupid error when trying to book tatkal. I lost n dint get tikt. Tnx to awesome bugs https://t.co/gqoiCQQNdE,irctc shows this stupid error when trying to book tatkal i lost n dint get tikt tnx to awesome bugs httpstcogqoicqqnde
290,0,@RailMinIndia @sureshpprabhu @mumbairailusers vr cleaning station wat abt train coaches. Where is swach train?? https://t.co/3prxLDCXXf,vr cleaning station wat abt train coaches where  swach train httpstcoprxldcxxf
291,7,@RailMinIndia @DArpitBhargava @ed_eeg @drm_moradabad Matter has been forwarded to concerned official @SrdeegA   for N/\A,matter has been forwarded to concerned official    for na
292,2,"@RailMinIndia..sir when will be taking furthr action adv 01/2015 sse p way SR zone ..medical,joining..no information given by SR hq chhanai",sir when will be taking furthr action adv  sse p way sr zone medicaljoiningno information given by sr hq chhanai
293,5,@RailMinIndia https://t.co/FMjTWe2fCcbribe taken by  your police in General coaches,httpstcofmjtwefccbribe taken by  your police  general coaches
294,4,"#IncredibleIndia In Journey tym of 12 hrs, trn is running late by almost same tym. Leads to frustration whn v don'tâ¦ https://t.co/D8fQiwy8IG",incredibleindia  journey tym of  hrs trn  running late by almost same tym leads to frustration whn v dont httpstcodfqiwyig
295,0,@sureshpprabhu Sir the BOOKING tab on the Tiger Express website is not working @IRCTC @RailMinIndia,sir the booking tab on the tiger express website  not working
296,0,"@RailMinIndia @sureshpprabhu 12204 magadh express, dirty, leaking and stinky toilet of coach B1. My pnr 276437435. https://t.co/ME9oGL856L",magadh express dirty leaking and stinky toilet of coach b my pnr  httpstcomeogll
297,1,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,check out thief catcher on the prolific reader instafreebie freebook whattoread pnr httpstcojbhtsoj httpstcobrsurxmbyu
298,4,"@RailMinIndia the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, instruct to regulate it.",the train no  from ndls to jogbani bihar  running late  hours daily instruct to regulate it
299,4,@RailMinIndia @RailwayNorthern @ECRlyHJP plz help me coach position of train no 19321 of coach A1 at Jaunpur Jn .,plz help me coach position of train no  of coach a at jaunpur jn
300,5,@RailMinIndia Want help. Ticket wainting list no.1. (Rajdhani) PNR No.- 2418289059. Very urgent to visit. Please. Date of Travel 09.06.2016,want help ticket wainting list no rajdhani pnr no  very urgent to visit please date of travel
301,4,"@RailMinIndia this is so absurd, Mumbai local trains never reached on time always getting late in kalyan junction, dombivli in between .",this  so absurd mumbai local trains never reached on time always getting late  kalyan junction dombivli  between
302,3,@RailMinIndia I was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them.,i was expecting some strict action on overcharging  instead received a mail stating counseling will be done for them
303,7,"@sureshpprabhu @RailMinIndia @drmbikaner @SrdcmC  ??!STNL stn ?? ??? concerned officer ???? ???????????? ??,???? ???? mini ??? only ?? ??? ?",stnl stn   concerned officer     mini  only
304,6,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train byâ¦ ,rt  saturdaymotivation punish d murderers of engineer husband who was thrown out of train by
305,3,@RailMinIndia Travlling in trn no15024 YPR GKP frm KCG to LKO.PNR 4836770906 Vendors ovrcharging for cold drinks/chips by Rs 5.Tea for Rs10,travlling  trn no ypr gkp frm kcg to lkopnr  vendors ovrcharging for cold drinkschips by rs tea for rs
306,5,@RailMinIndia please help. His PNR number is 2820176609,please help his pnr number
307,4,"@RailMinIndia sir train no 12562 runs apprx 4 hr late/day..today also it is running too late,I want to draw ur kind attention towards this.",sir train no  runs apprx  hr latedaytoday also it  running too latei want to draw ur kind attention towards this
308,7,@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur,kindly clarify the name of station with
309,5,@RailMinIndia Not refunded by counter for waiting list counter tickt after chart prepared and not travelled.PNR 2418998762Plz help me out.,not refunded by counter for waiting list counter tickt after chart prepared and not travelledpnr plz help me out
310,5,@sureshpprabhu @RailMinIndia Like airport fees railway must charge Rs.25 per ticket as station development and maintenance fees.,like airport fees railway must charge rs per ticket as station development and maintenance fees
311,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 3, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",tweet no  late again today during morning peak hours by  mins jam packed made  india
312,3,"@RailMinIndia got stale snacks in train no.12791 in evening.(berth no.55 B-2, 3A). Vendor argued n denied. https://t.co/f23gpEeBtN",got stale snacks  train no  eveningberth no b a vendor argued n denied httpstcofgpeebtn
313,3,"@RailMinIndia travelling in B4 33 34, 22461, tea is worthless, quality very poor, when complained misbehaved by vendor of the train.plz help",travelling  b    tea  worthless quality very poor when complained misbehaved by vendor of the trainplz help
314,0,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets absolutely clean,traveled  stations  last few days never seen stations so clean and hygienic coaches amp toilets absolutely clean
315,4,@sureshpprabhu  Hundreds of ppl waiting at plateform# 13 since last 5 hrs. Is any one take responsibility?@RailMinIndia 2/2,hundreds of ppl waiting at plateform  since last  hrs  any one take responsibility
316,3,"@RailMinIndia pnr no 2219054565 As i orderd food frm train frm e catering , i dont hv any print out of ordr slip , which they require .",pnr no  as i orderd food frm train frm e catering  i dont hv any print out of ordr slip  which they require
317,6,@RailMinIndia sir I am since morning and two time I had connected the at no 011-39340000 . But they give me very bad response . 1/2,sir i am since morning and two time i had connected the at no    they give me very bad response
318,0,"@sureshpprabhu @RailMinIndia Air conditioning not functional at Coach A3, 12424 DBRT Rajdhani, departed NDLS on 10-Jun. Request attention.",air conditioning not functional at coach a  dbrt rajdhani departed ndls on jun request attention
319,0,@sureshpprabhu @RailMinIndia Ws at Lko Charbagh station ystrdy. Lack of sufficient sitting arrangements and platform ws vry dirty.,ws at lko charbagh station ystrdy lack of sufficient sitting arrangements and platform ws vry dirty
320,5,@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in localâ¦ https://t.co/VIlogxqpl1,ajmer exp some people sleeping  local httpstcovilogxqpl
321,6,@RailMinIndia we are wants given best ideas and technology for Indian railway development more than against Japan and China,we are wants given best ideas and technology for indian railway development more than against japan and china
322,6,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busineâ¦ ,rt  we are  the process of drawing up policies for each of the sectors of the economy on how to increase their busine
323,4,"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indicationsâ¦ https://t.co/9EBewnWUpM",plz do favour for jaunpur jn  jnu  one more foot than over bridge  covered coaches indications httpstcoebewnwupm
324,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe #buckuprailways https://t.co/iFieGs6jnS,train c found fly  food unhygenic unsafe buckuprailways httpstcoifiegsjns
325,7,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar,a highland moon enchantment by mary morgan historical pnr   httpstcoqrkkqtlakx via
326,1,@RailMinIndia Our bag  was stolen while traveling from@bhopal to mathura color mustard M.k is written on it some cash and imp documents,our bag  was stolen while traveling from to mathura color mustard mk  written on it some cash and imp documents
327,0,@RailMinIndia Water not available in train no. 22944Coach S10PNR 8148142547,water not available  train no coach spnr
328,0,@RailMinIndia PNR 8148161618No water in any of the taps provided be it washbasin or toilets.,pnr no water  any of the taps provided be it washbasin or toilets
329,3,@RailMinIndia  @mealsonwheels #missing cutlery drink sache etc. Server n TT say menu old. 12006 C1 65 10/06 Just FYI https://t.co/uKBiOqICpG,missing cutlery drink sache etc server n tt say menu old  c   just fyi httpstcoukbioqicpg
330,3,"@RailMinIndia Sir,???? ?????? ???? Tweet Delete ?? ???? ??,water point ?? ???????? ???? ???? ?? ??? ??,???? ??????? ???? ?? ???? action ????",sir   tweet delete   water point            action
331,4,@RailMinIndia @DRMBRCWR Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. Aâ¦ https://t.co/p5Ispx8g3R,maximum train stoppage  bharuch we want also stoppage of more train  evening time a httpstcopispxgr
332,0,"@RailMinIndia @sureshpprabhu filthy toilet in A1 coach of Shalimar Exp 14645, coach smelling rotten. Can any1 redUce our tragedy?",filthy toilet  a coach of shalimar exp  coach smelling rotten can any reduce our tragedy
333,3,@sureshpprabhu @RailMinIndia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it..,sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it
334,1,"@RailMinIndia @Abhishe10700831 Sir, FIR has been lodged by GRP/Gwalior vide Cr.No. 75/16 U/S 380 IPC.",sir fir has been lodged by grpgwalior vide crno  us  ipc
335,6,"RT @LisaCBooks: Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",rt  dark pursuit a pnr holiday story  on sale for cents httpstcomfxzyctii httpstcoqvseutkti
336,5,@ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct @drmbct please take N/A.,please take na
337,6,"@RailMinIndia @soumyaz007 Sir, attended u r mother at Berhampur &amp; Khurda road, but she had no problem. Thanks for calling us.",sir attended u r mother at berhampur amp khurda road  she had no problem thanks for calling us
338,1,"@RailMinIndia @sureshpprabhu Train 12554, DOJ 10/6/16In frst general coach2nd part ppl r fighting n in another only few ppl are there,Why",train  doj  frst general coachnd part ppl r fighting n  another only few ppl are therewhy
339,0,"@RailMinIndia @sureshpprabhuSir,problem still persistNo water in Toilets and wash basinTrain is halted at small stops making it more late",problem still persistno water  toilets and wash basintrain  halted at small stops making it more late
340,3,@RailMinIndia @sureshpprabhu.HE REPLIED if you can complain you can.I am from IRCTC not any vendor.PNR No 4119867656 https://t.co/Sn1rEHHs0U,he replied if you can complain you cani am from irctc not any vendorpnr no  httpstcosnrehhsu
341,4,"@RailMinIndia @drmmumbaicr @GM_CRly Today during the morning peak hours, trains were jam packed &amp; late by almost 15-20 mins. MADE IN INDIA.",today during the morning peak hours trains were jam packed amp late by almost  mins made  india
342,5,@sureshpprabhu Sir plz help to get handicap id card for online ticket booking on IRCTC. Officials at CSTM stn not helping! @RailMinIndia,sir plz help to get handicap id card for online ticket booking on irctc officials at cstm stn not helping
343,6,"@RailMinIndia thanks for quick response.Staff attended,inform me that sun window screen was there. Sorry for misunderstanding on my part.",thanks for quick responsestaff attendedinform me that sun window screen was  sorry for misunderstanding on my part
344,3,@RailMinIndia 12142 please enquiry pantry carMineral water neer not saleComing station SantaSale water other local company,please enquiry pantry carmineral water neer not salecoming station santasale water other local company
345,5,"@RailMinIndia Dearsir,mymom is &gt;60 yrs and my law she is 46 but i hv cnfrm ticket from yuva pnr 2547183534 UB for bth F.plz help forUB to LB",dearsirmymom  gt yrs and my law she    i hv cnfrm ticket from yuva pnr  ub for bth fplz help forub to lb
346,5,"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing",ajmer exp some people sleeping  local coash senior citizen ladies many people standing
347,0,@RailMinIndia train no.12791 coach B2 ....no water in toilet since morning......kindly help,train no coach b no water  toilet since morningkindly help
348,5,@RailMinIndia I don't know how transgenders enter in sleeper class without  valid ticket and bag for money and bother young boys..,i dont know how transgenders enter  sleeper class without  valid ticket and bag for money and bother young boys
349,3,@RailMinIndia @drmdelhi water point vendor at PF 1 charging extra money for water without any reason.,water point vendor at pf  charging extra money for water without any reason
350,0,@RailMinIndia @sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area. https://t.co/olc5vM41ua,cleaning staff of railways dumping garbage through the gaps  the vestibule area httpstcoolcvmua
351,4,@sureshpprabhu @RailMinIndia Sir mai 1 month me 5-6 bar yatra kr aur aaj bhi kr rha 22408 ANVT-BSB se aur hr bar ye late h aur aaj bhi late,sir mai  month me  bar yatra kr aur aaj bhi kr rha  anvtbsb se aur hr bar ye late h aur aaj bhi late
352,3,"

@RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cheating in name of food",sir can we get for which we all r paying or just cheating  name of food
353,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/t2BvLBOTOP",boarded train number  starting from new delhi station b compartment  completely dirty httpstcotbvlbotop
354,6,@RailMinIndia replace the boggie at the latest,replace the boggie at the latest
355,0,@sureshpprabhu @RailMinIndia last night travel from badnera(MH)found no Cleanliness@station.Toilets/water dispenser was in bad shape,last night travel from badneramhfound no cleanlinesstoiletswater dispenser was  bad shape
356,0,@RailMinIndia No water in B1 of 15232 since noon. People are buying mineral water to go to washrooms. Please help. Pnr 6352338749,no water  b of  since noon people are buying mineral water to go to washrooms please help pnr
357,7,@anujajoshi9 @RatlamDRM @RailMinIndia @IR_ENHM will be attended at kota . please share your mobile no .,will be attended at kota  please share your mobile no
358,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/crClsrbPvB,vendor simply overcharging for   charging  rs instead of rs printed mrp httpstcocrclsrbpvb
359,3,"@sureshpprabhu @RailMinIndia Thnks for baby food in selected stations. Cant there be essential medical stores, under JAN AUSHADHI Scheme?",thnks for baby food  selected stations cant  be essential medical stores under jan aushadhi scheme
360,2,@sureshpprabhu @RailMinIndia middle birth fall on me while sleeping on lower birth due 2 technical fault in middle birth.,middle birth fall on me while sleeping on lower birth due  technical fault  middle birth
361,0,@RailMinIndia we presently traveling from tata nagar to jammu by muri express(18101).We are facing lot of problems mainly water  in toilet.,we presently traveling from tata nagar to jammu by muri expresswe are facing lot of problems mainly water   toilet
362,5,@sureshpprabhu @RailMinIndia so get Aadhar no of passengers travelling you get all details automatically. Mobile nos send ticket details it,so get aadhar no of passengers travelling you get all details automatically mobile nos send ticket details it
363,1,"@RailMinIndia @7Ravik Sir, FIR has been lodged by GRP/MGS vide Cr.No. Nil/127/16 U/S 379 IPC has been transferred to GRP/NDLS.",sir fir has been lodged by grpmgs vide crno nil us  ipc has been transferred to grpndls
364,4,"@sureshpprabhu sir, I am at NDLS st. 3 plateform counter and only one no.8 is active. We commuters are facing problems.@RailMinIndia",sir i am at ndls st  plateform counter and only one no  active we commuters are facing problems
365,4,@RailMinIndia @IRCTC_Ltd @DCPDelhiRailway @drmdelhi Train 12724 has been at a halt since 30 mins at Hazrat Nizamuddâ¦ https://t.co/ntm09W6sci,train  has been at a halt since  mins at hazrat nizamudd httpstcontmwsci
366,2,@RailMinIndia @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name Ahmad Ali D2 sheat no 29,name ahmad ali d sheat no
367,0,"Travelling in an extremely unclean compartment in Falaknuma 12703, no cleaning done on compartment B3.water loggedâ¦ https://t.co/JwALKcH36T",travelling  an extremely unclean compartment  falaknuma  no cleaning done on compartment bwater logged httpstcojwalkcht
368,6,@amt10x @RailMinIndia @nerailwaygkp  https://t.co/mWqazSZhv9,httpstcomwqazszhv
369,6,@RailMinIndia @sureshpprabhu  mumbai locals collapsed on very first day of monsoon.hope we will not suffer in this season,mumbai locals collapsed on very first day of monsoonhope we will not suffer  this season
370,5,@RailMinIndia travelling in 12955 frm Mum to kota. Sunshine vendor charging 25 Rs for ice cream of Rs 10. Evn after objecting no refund.,travelling   frm mum to kota sunshine vendor charging  rs for ice cream of rs  evn after objecting no refund
371,0,@RailMinIndia in train no 19168 we r facing horrible cooling problem since early morning... do some necessary action,train no  we r facing horrible cooling problem since early morning do some necessary action
372,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/tZ1SopOrL4,httpstcotzsoporl
373,0,"@RailMinIndia ;@sureshpprabhuTravelling by 12111.No water in B3, B4. Raised to TTE,called Igatpuri. No action. Again to Bhusaval. Pls help.",by no water  b b raised to ttecalled igatpuri no action again to bhusaval pls help
374,0,@sureshpprabhu @RailMinIndia it was very difficult to locate a dustbin @ Wardha railway stn. How do you expect to keep it clean...,it was very difficult to locate a dustbin  wardha railway stn how do you expect to keep it clean
375,4,@RailMinIndia @sureshpprabhu  what is the benefit of paying 2000-3000 for sleeper tickets when train is running late https://t.co/g0p0TxfZGZ,what  the benefit of paying  for sleeper tickets when train  running late httpstcogptxfzgz
376,5,@RailMinIndia My mother is a cancer patient but does not get confirm ticket https://t.co/gG1iO1XTaW,my mother  a cancer patient  does not get confirm ticket httpstcoggioxtaw
377,5,"@sureshpprabhu @RailMinIndia u say service has got prompt.sample this,filed TDR on 13th feb 16,yet to get refund https://t.co/LUwYRX2Tfv",u say service has got promptsample thisfiled tdr on th feb yet to get refund httpstcoluwyrxtfv
378,4,#NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦ https://t.co/8C0robxMP9,ntes national train enquiry system  not updating mumbai localtrain running info properly  httpstcocrobxmp
379,0,"@sureshpprabhu @RailMinIndia PNR 8248171565,Train No.12141, train just started few hrs back, toilet dirty, no light in 1 toilet, no water",pnr train no train just started few hrs back toilet dirty no light   toilet no water
380,0,RT @RupSgsits: @RailMinIndia Fan is not working in Train:12295 coach S2-47/48. Please assist.,rt   fan  not working  train coach s please assist
381,6,RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter,railminindia    no responce from railway plz look into the matter
382,3,@RailMinIndia @sureshpprabhu food quality is very bad and behaviour of vender is very rude,food quality  very bad and behaviour of vender  very rude
383,4,@RailMinIndia Train no-05514 is 5 hours late.this train is for suvidha but what I m waiting for train at least 4 hours.,train no   hours latethis train  for suvidha  what i m waiting for train at least  hours
384,5,@sureshpprabhu Must check online tatkal ticket conspiracy #agentsfeed #publicbeingcheated #follpublic #govtloot @RailMinIndia @IRCTC_Ltd,must check online tatkal ticket conspiracy agentsfeed publicbeingcheated follpublic govtloot
385,7,@arpiturfrnd      Kindly share PNR number for further action.   @Drmdelhi @IR_ENHM,kindly share pnr number for further action
386,7,@RailMinIndia @ahamadali222 @IR_EDMECHG @CRSE_CHG_NR matter is fwd to the @SrDMEdelhi,matter  fwd to the
387,5,"@RailMinIndia can I use an unused ticket (today) of an express for fast passenger at 4PM,today ? Or I have to buy a new ticket?",can i use an unused ticket today of an express for fast passenger at pmtoday  or i have to buy a new ticket
388,7,@RailMinIndia @Siriusblack1213 @rpfncr Matter advised to concerned official @nr_ctg for necessary action.,matter advised to concerned official  for necessary action
389,0,"fan isnt working for the last 6 hours at the time of peak summer, do help  pnr 4512791357 ",fan isnt working for the last  hours at the time of peak summer do help  pnr
390,5,@RailMinIndia  Booked a E-ticket on PNR NUMBER- 6153163290.BUT till now not receiveing the ticket message on my resistor phone number.,booked a eticket on pnr number  till now not receiveing the ticket message on my resistor phone number
391,0,"charger points of the complete bogie malfunctioning, need immediate attention pnr 4512791357",charger points of the complete bogie malfunctioning need immediate attention pnr
392,4,@RailMinIndia train 12903 stuck between Kosikalan n palwal since one hour and no info when it will start as overhead wire has been broke,train  stuck between kosikalan n palwal since one hour and no info when it will start as overhead wire has been broke
393,5,@sureshpprabhu @RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets.,irctc looting customers for non confirmed tickets by deducting  any even for non confirmed wl tickets
394,1,"@RailMinIndia HELP! HELP! 2 handbags with valuables stolen. How safe is travel on Indian Rail! PNR-8145511I31,8345511270. @sureshpprabhu",help help  handbags with valuables stolen how safe  travel on indian rail pnri
395,7,"@RajivPa42303624  Kindly share PNR number, issue referred to concerned officials @ed_eeg @Drmkhurdaroad",kindly share pnr number issue referred to concerned officials
396,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/aKLL2IZgbs,httpstcoakllizgbs
397,6,@IRCTC_Ltd @RailMinIndia Check pics of railway failure https://t.co/trUCYQyBzM,check pics of railway failure httpstcotrucyqybzm
398,1,@RailMinIndia @sureshpprabhu my wife's golden chain (mangal sutra) snatched in train. PNR:8402856864. Location .. https://t.co/rvI0yOfU0J,my wifes golden chain mangal sutra snatched  train pnr location  httpstcorviyofuj
399,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd Disappointed trying ticket for past one and half hours!! How do we travel?? https://t.co/WgYEbrYZSB,disappointed trying ticket for past one and half hours how do we travel httpstcowgyebryzsb
400,0,@RailMinIndia in LTT DBG SUVIDHA train 05514 not working fan in S1 locomotive.side fan,ltt dbg suvidha train  not working fan  s locomotiveside fan
401,5,"@RailMinIndia plz remove 'berth preference' in tatkal booking.we want tkt anyhw on any berth,so 'ur choice has not met'is jst time consuming",plz remove berth preference  tatkal bookingwe want tkt anyhw on any berthso ur choice has not metis jst time consuming
402,5,@RailMinIndia I've called to railway enquiry but I didn't receive any satisfactory answer..,ive called to railway enquiry  i didnt receive any satisfactory answer
403,0,"@RailMinIndia @sureshpprabhu  pnr:8347596623 sir,the ac is not working in my coach and TTE has refused to write receitfor refund.",pnr sirthe ac  not working  my coach and tte has refused to write receitfor refund
404,0,unable to sit due to sticky stains on berth. PNR no 4512791357. do help immediately.,unable to sit due to sticky stains on berth pnr no  do help immediately
405,3,@RailMinIndia pls do needful to get water in train no. 18104 ( Tata Amritsar exp.) in B1 coach,pls do needful to get water  train no   tata amritsar exp  b coach
406,5,@RailMinIndia @sureshpprabhu  Irctc site does not show the side middle berth optn for puri-ypr garib rath &amp; in ticket it shows as side lower,irctc site does not show the side middle berth optn for puriypr garib rath amp  ticket it shows as side lower
407,5,@RailMinIndia @sureshpprabhu I wonder how Tatkal ticket can be booked by any agent and not be general people..,i wonder how tatkal ticket can be booked by any agent and not be general people
408,0,@RailMinIndia the air conditioning is not effective in A2 coach of Mysuru express from Chennai central,the air conditioning  not effective  a coach of mysuru express from chennai central
409,5,@RailMinIndia i was booking my tiket with irctc. Payment has been done but no tiket booked. Happened twice. No refunds till now from irctc.,i was booking my tiket with irctc payment has been done  no tiket booked happened twice no refunds till now from irctc
410,1,"@RailMinIndia- *Urgent*Pease HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",urgentpease hlp my sis travlng vid months baby kids intrainlost her reticuleshe  depressdpnr
411,0,@RailMinIndia Train no. 17623. Pnr 4320497723. Housekeeping selling water dat too @20rs viz printd rs15 in TTEs presence.No soap in toilt.,train no  pnr  housekeeping selling water dat too  viz printd rs  ttes presenceno soap  toilt
412,3,@RailMinIndia @drmdelhi @sureshpprabhu unauthorized vendors selling food beverages and water in train 14645 and taking overprice9451010334,unauthorized vendors selling food beverages and water  train  and taking overprice
413,6,RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwinâ¦ ,rt  hot newrelease from bestselling author grace goodwin pnr scifi twrw her cyborg beast  by grace goodwin
414,5,@sureshpprabhu @RailMinIndia Sir train 19046 is overloaded wid wait listers &amp; current Ticketers due 2 that confirmed passengers r in problem,sir train   overloaded wid wait listers amp current ticketers due  that confirmed passengers r  problem
415,4,"@RailMinIndia My train 12308, in 2 hours from SSM Jn, Cant get any running status aur cancellation info. What to do",my train    hours from ssm jn cant get any running status aur cancellation info what to do
416,5,@RailMinIndia  A ticket with PNR 8465175527 was cancelled with id 100000083493884. but no refund received yet.,a ticket with pnr  was cancelled with id   no refund received yet
417,0,@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.... https://t.co/gqCR7xEvGm,water being wasted at lttmumbai no action taken by the station master httpstcogqcrxevgm
