Sentiment,SentimentText,Clean_text,predicted_sentiment,predicted_sentiment_score
6,@RailMinIndia plz continue train no 14307-14308,plz continue train,NEGATIVE,0.9799965620040894
2,"@SRDMERTM @RatlamDRM @RailMinIndia @IR_ENHM No one has attended at COR , now we are about to reach kota, now the coâ¦ https://t.co/9Z5CTznuCd",no one attended cor reach kota coâ httpstcozctznucd,NEGATIVE,0.9963632225990295
4,"@rahuljaincool @RailMinIndia @PiyushGoyal @IRCTC_Ltd Please share train no, and coach position.",please share train coach position,NEGATIVE,0.991399884223938
4,"@RailMinIndia sir train is alredy 2hrs late, &amp;  and ac staff switch off ac from igatpuri",sir train alredy hr late amp ac staff switch ac igatpuri,NEGATIVE,0.9839370846748352
0,@RailMinIndia travelling15657 new alipurduar to guwahati.no new bed covers &amp; smelling bed sheet. Blanket condition pathetic. disappointed,travelling new alipurduar guwahatino new bed cover amp smelling bed sheet blanket condition pathetic disappointed,NEGATIVE,0.9995266199111938
1,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and lâ¦ https://t.co/BQyjpBMNSn,take serious action people understand rule lâ httpstcobqyjpbmnsn,NEGATIVE,0.9733536243438721
5,@RailMinIndia No ticket checkers are bothered,no ticket checker bothered,NEGATIVE,0.9599910378456116
6,@sureshpprabhu @RailMinIndia Enjoying WiFi at Lko station.Good speed.15% service tax ????  WIFi ?? ???? ???cleaning is also good here.,enjoying wifi lko stationgood speed service tax wifi cleaning also good,POSITIVE,0.9907671809196472
2,@RailMinIndia need medical assistance in train number 12554 pnr is 2417720180 feeling stomach pain,need medical assistance train number pnr feeling stomach pain,NEGATIVE,0.9957749247550964
0,@sureshpprabhu @RailMinIndia  Water Scarcity in Palamu Express 12348..Not a single drop of water in Toilet from origin in S4,water scarcity palamu express not single drop water toilet origin s,NEGATIVE,0.9929295182228088
4,"@RailMinIndia Train# 12562 schedule dep.for 20:35,then 11:00p.m, then announced 00:35a.m &amp; now no one knows when?@sureshpprabhu 1/2",train schedule depfor pm announced amp one know,NEGATIVE,0.9982814788818359
1,"@RailMinIndia @Harishsangita  Sir, FIR lodged by GRP/Tundla vide Cr.No. Nil-19/16 U/S 379 IPC has been transferred to GRP/Etawa.",sir fir lodged grptundla vide crno nil us ipc transferred grpetawa,NEGATIVE,0.9985654950141907
0,@RailMinIndia @sureshpprabhu 12904 BRC TO BCT. SEAT S5 55 - FANS NOT WORKING. HELP WILL BE GREATLY APLRECIATED,brc to bct seat s fans not working help will be greatly aplreciated,NEGATIVE,0.9984312653541565
6,"RT @stevensgreen1: Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ ",rt petition like continually cut pso invest public transport travellâ,NEGATIVE,0.9859186410903931
5,@sureshpprabhu @RailMinIndia irctc booking in tatkal site very slow even after 30 mins of prime time. Before Two weeks it was OK.,irctc booking tatkal site slow even min prime time before two week ok,POSITIVE,0.9576376676559448
6,"@RailMinIndia @sureshpprabhu if it rains, ring road between k r puram to silkboard B'lore will be jam pack, rechd office 1pm instead of 9am",rain ring road k r puram silkboard blore jam pack rechd office pm instead,NEGATIVE,0.9964975714683533
0,@RailMinIndia there is no water in coach no  S-3 /2 in train bskt kamakhya express no 15623. train is to reach baurani jn.,water coach s train bskt kamakhya express train reach baurani jn,NEGATIVE,0.9846826791763306
0,@RailMinIndia sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges 5 to 10 rs to for using toilets,sir promote swach bharat abhiyan broker toilet various railway station charge r using toilet,NEGATIVE,0.9881306886672974
0,"@RailMinIndia travelling from bnglr to murudeswar in train 16523,s5 coach.toilets a stinckng and its tough for passengers to sit here",travelling bnglr murudeswar train coachtoilets stinckng tough passenger sit,NEGATIVE,0.9968791007995605
5,"@RailMinIndia the process of student concession  in season tickets is so critical in ajmer railway region. I am at udaipur, helpless",process student concession season ticket critical ajmer railway region i udaipur helpless,NEGATIVE,0.9989805817604065
7,RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦,rt,NEGATIVE,0.9808619618415833
4,@RailMinIndia @sureshpprabhu  train no 12502 is made unexpected late without any reason . We r held up at ahraura since last one hour.,train made unexpected late without reason we r held ahraura since last one hour,NEGATIVE,0.9882450103759766
4,@sureshpprabhu @RailMinIndia   Train 12241 journey from Cdg to LDH is 100 mins But train is stopping @ every station late by 30 mins,train journey cdg ldh min but train stopping every station late min,NEGATIVE,0.9400374293327332
6,@RailMinIndia @sureshpprabhu  Ultimate speed coming of free WiFi provided by Google at Lucknow railway station. Thanks all.??,ultimate speed coming free wifi provided google lucknow railway station thanks,POSITIVE,0.9779685139656067
5,@RailMinIndia sir TC collector of every train take black money for allotting seat. Which is depend on ticket min 200? it hpnd wid  me,sir tc collector every train take black money allotting seat which depend ticket min hpnd wid,NEGATIVE,0.9944960474967957
0,"@RailMinIndia it's really bad service for RAC under 3rd AC category.... Really a bad experience.. No pillow,no bed sheet n really rude staff",really bad service rac rd ac category really bad experience no pillowno bed sheet n really rude staff,NEGATIVE,0.999645471572876
6,@RailMinIndia Thanks for your reply,thanks reply,POSITIVE,0.9817806482315063
3,@RailMinIndia What is the actual price of dinner food in railway? I am in Porbandar- Motihari exp. 19269,what actual price dinner food railway i porbandar motihari exp,NEGATIVE,0.9950418472290039
5,@RailMinIndia Huge crowd waiting to get tickets fr train# 16116 in VM stn but only 2 counters functioning.  Pls increase no of counters.,huge crowd waiting get ticket fr train vm stn counter functioning pls increase counter,NEGATIVE,0.9880708456039429
5,"@sureshpprabhu Sir, IRCTC ticket booking site goes stuck daily from 11 am to 11.30 am during tatkal booking. @RailMinIndia",sir irctc ticket booking site go stuck daily tatkal booking,NEGATIVE,0.996932864189148
6,@Maths_Expert @ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct YES,yes,POSITIVE,0.9039646983146667
3,@RailMinIndia I want to know about meal throughout my journey . Reply me as soon as possible,i want know meal throughout journey reply soon possible,POSITIVE,0.9893656969070435
2,"@RailMinIndia , my child is suffering from high fever, can i take Carlpol syrup in train no 12565, A1/40",child suffering high fever take carlpol syrup train a,NEGATIVE,0.9924508929252625
6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/PTC5NKfsv5,httpstcoptcnkfsv,NEGATIVE,0.9859746098518372
4,@RailMinIndia @sureshpprabhu pathetic railway 5 to 6 train has been overtaken at cheoki n dis suvidha is stuck mre than 1hrs now 05514,pathetic railway train overtaken cheoki n dis suvidha stuck mre hr,NEGATIVE,0.99858558177948
7,@leomanojc @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/ZYfC5aoBnl,httpstcozyfcaobnl,NEGATIVE,0.9846295714378357
6,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  https://t.co/pI0q6MyzyH,httpstcopiqmyzyh,NEGATIVE,0.9935036301612854
0,@RailMinIndia continuos water wastage fr om southern most tap at patna junction  platform no. 9.dont know whom to contact,continuo water wastage fr om southern tap patna junction platform dont know contact,NEGATIVE,0.9973680377006531
3,@RailMinIndia @drmjabalpur @IRCTC_Ltd @sureshpprabhu  There is no water served in the train no. 12295 with the food. The pnr is 4419894531,there water served train food the pnr,NEGATIVE,0.997334361076355
5,@RailMinIndia @drmadiwr @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coaâ¦ https://t.co/r6okRu4sYv,ajmer exp some people sleeping local coaâ httpstcorokrusyv,NEGATIVE,0.9954621195793152
6,@sureshpprabhu @RailMinIndia @Central_Railway @Narendra_IRTS progress for mumbai harbour line is snail slowCattle class traveling :(,progress mumbai harbour line snail slowcattle class traveling,NEGATIVE,0.9977770447731018
5,@RailMinIndia  irctc shows this stupid error when trying to book tatkal. I lost n dint get tikt. Tnx to awesome bugs https://t.co/gqoiCQQNdE,irctc show stupid error trying book tatkal i lost n dint get tikt tnx awesome bug httpstcogqoicqqnde,NEGATIVE,0.99868243932724
0,@RailMinIndia @sureshpprabhu @mumbairailusers vr cleaning station wat abt train coaches. Where is swach train?? https://t.co/3prxLDCXXf,vr cleaning station wat abt train coach where swach train httpstcoprxldcxxf,NEGATIVE,0.9986761212348938
7,@RailMinIndia @DArpitBhargava @ed_eeg @drm_moradabad Matter has been forwarded to concerned official @SrdeegA   for N/\A,matter forwarded concerned official na,NEGATIVE,0.9741729497909546
2,"@RailMinIndia..sir when will be taking furthr action adv 01/2015 sse p way SR zone ..medical,joining..no information given by SR hq chhanai",sir taking furthr action adv sse p way sr zone medicaljoiningno information given sr hq chhanai,NEGATIVE,0.9988204836845398
5,@RailMinIndia https://t.co/FMjTWe2fCcbribe taken by  your police in General coaches,httpstcofmjtwefccbribe taken police general coach,NEGATIVE,0.9978511333465576
4,"#IncredibleIndia In Journey tym of 12 hrs, trn is running late by almost same tym. Leads to frustration whn v don'tâ¦ https://t.co/D8fQiwy8IG",incredibleindia in journey tym hr trn running late almost tym leads frustration whn v dontâ httpstcodfqiwyig,NEGATIVE,0.998433530330658
0,@sureshpprabhu Sir the BOOKING tab on the Tiger Express website is not working @IRCTC @RailMinIndia,sir booking tab tiger express website working,NEGATIVE,0.9997166991233826
0,"@RailMinIndia @sureshpprabhu 12204 magadh express, dirty, leaking and stinky toilet of coach B1. My pnr 276437435. https://t.co/ME9oGL856L",magadh express dirty leaking stinky toilet coach b my pnr httpstcomeogll,NEGATIVE,0.9988299012184143
1,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,check thief catcher the prolific reader instafreebie freebook whattoread pnr httpstcojbhtsoj httpstcobrsurxmbyu,NEGATIVE,0.9892521500587463
4,"@RailMinIndia the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, instruct to regulate it.",train ndls jogbani bihar running late hour daily instruct regulate,NEGATIVE,0.974867582321167
4,@RailMinIndia @RailwayNorthern @ECRlyHJP plz help me coach position of train no 19321 of coach A1 at Jaunpur Jn .,plz help coach position train coach a jaunpur jn,NEGATIVE,0.9879119992256165
5,@RailMinIndia Want help. Ticket wainting list no.1. (Rajdhani) PNR No.- 2418289059. Very urgent to visit. Please. Date of Travel 09.06.2016,want help ticket wainting list rajdhani pnr no very urgent visit please date travel,NEGATIVE,0.8456392884254456
4,"@RailMinIndia this is so absurd, Mumbai local trains never reached on time always getting late in kalyan junction, dombivli in between .",absurd mumbai local train never reached time always getting late kalyan junction dombivli,NEGATIVE,0.9995625615119934
3,@RailMinIndia I was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them.,i expecting strict action overcharging instead received mail stating counseling done,NEGATIVE,0.9977450370788574
7,"@sureshpprabhu @RailMinIndia @drmbikaner @SrdcmC  ??!STNL stn ?? ??? concerned officer ???? ???????????? ??,???? ???? mini ??? only ?? ??? ?",stnl stn concerned officer mini,NEGATIVE,0.9963079690933228
6,RT @Misandry_Kills: #SaturdayMotivation Punish d murderers of #Engineer #Husband who was thrown out of #Train byâ¦ ,rt saturdaymotivation punish murderer engineer husband thrown train byâ,NEGATIVE,0.9987917542457581
3,@RailMinIndia Travlling in trn no15024 YPR GKP frm KCG to LKO.PNR 4836770906 Vendors ovrcharging for cold drinks/chips by Rs 5.Tea for Rs10,travlling trn ypr gkp frm kcg lkopnr vendors ovrcharging cold drinkschips rs tea rs,NEGATIVE,0.9958224296569824
5,@RailMinIndia please help. His PNR number is 2820176609,please help his pnr number,NEGATIVE,0.964828610420227
4,"@RailMinIndia sir train no 12562 runs apprx 4 hr late/day..today also it is running too late,I want to draw ur kind attention towards this.",sir train run apprx hr latedaytoday also running latei want draw ur kind attention towards,NEGATIVE,0.9749068021774292
7,@prena_ @rpfnwrjp @RpfNwr @RailMinIndia Kindly clarify the name of station with @SrdenCoJaipur,kindly clarify name station,NEGATIVE,0.9833252429962158
5,@RailMinIndia Not refunded by counter for waiting list counter tickt after chart prepared and not travelled.PNR 2418998762Plz help me out.,not refunded counter waiting list counter tickt chart prepared travelledpnr plz help,NEGATIVE,0.9991722106933594
5,@sureshpprabhu @RailMinIndia Like airport fees railway must charge Rs.25 per ticket as station development and maintenance fees.,like airport fee railway must charge rs per ticket station development maintenance fee,NEGATIVE,0.9877303242683411
4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 3, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",tweet no late again today morning peak hour min jam packed made in india,NEGATIVE,0.9864018559455872
3,"@RailMinIndia got stale snacks in train no.12791 in evening.(berth no.55 B-2, 3A). Vendor argued n denied. https://t.co/f23gpEeBtN",got stale snack train eveningberth b a vendor argued n denied httpstcofgpeebtn,NEGATIVE,0.9987485408782959
3,"@RailMinIndia travelling in B4 33 34, 22461, tea is worthless, quality very poor, when complained misbehaved by vendor of the train.plz help",travelling b tea worthless quality poor complained misbehaved vendor trainplz help,NEGATIVE,0.9997355341911316
0,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets absolutely clean,traveled station last day never seen stations clean hygienic coaches amp toilets absolutely clean,POSITIVE,0.983359694480896
4,@sureshpprabhu  Hundreds of ppl waiting at plateform# 13 since last 5 hrs. Is any one take responsibility?@RailMinIndia 2/2,hundreds ppl waiting plateform since last hr is one take responsibility,NEGATIVE,0.9955110549926758
3,"@RailMinIndia pnr no 2219054565 As i orderd food frm train frm e catering , i dont hv any print out of ordr slip , which they require .",pnr as orderd food frm train frm e catering dont hv print ordr slip require,NEGATIVE,0.9954913258552551
6,@RailMinIndia sir I am since morning and two time I had connected the at no 011-39340000 . But they give me very bad response . 1/2,sir i since morning two time i connected but give bad response,NEGATIVE,0.996325671672821
0,"@sureshpprabhu @RailMinIndia Air conditioning not functional at Coach A3, 12424 DBRT Rajdhani, departed NDLS on 10-Jun. Request attention.",air conditioning functional coach a dbrt rajdhani departed ndls jun request attention,NEGATIVE,0.9985814094543457
0,@sureshpprabhu @RailMinIndia Ws at Lko Charbagh station ystrdy. Lack of sufficient sitting arrangements and platform ws vry dirty.,ws lko charbagh station ystrdy lack sufficient sitting arrangement platform w vry dirty,NEGATIVE,0.9996552467346191
5,@PiyushGoyal @narendramodi @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in localâ¦ https://t.co/VIlogxqpl1,ajmer exp some people sleeping localâ httpstcovilogxqpl,NEGATIVE,0.9944137334823608
6,@RailMinIndia we are wants given best ideas and technology for Indian railway development more than against Japan and China,want given best idea technology indian railway development japan china,POSITIVE,0.9942832589149475
6,RT @FollowCII: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busineâ¦ ,rt we process drawing policy sector economy increase busineâ,NEGATIVE,0.8349823355674744
4,"@PiyushGoyal plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indicationsâ¦ https://t.co/9EBewnWUpM",plz favour jaunpur jn jnu one foot bridge covered coach indicationsâ httpstcoebewnwupm,NEGATIVE,0.9900360107421875
3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe #buckuprailways https://t.co/iFieGs6jnS,train c found fly food unhygenic unsafe buckuprailways httpstcoifiegsjns,NEGATIVE,0.9954662322998047
7,A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @JacqBiggar,a highland moon enchantment mary morgan historical pnr httpstcoqrkkqtlakx via,NEGATIVE,0.6039469838142395
1,@RailMinIndia Our bag  was stolen while traveling from@bhopal to mathura color mustard M.k is written on it some cash and imp documents,our bag stolen traveling mathura color mustard mk written cash imp document,NEGATIVE,0.9930691719055176
0,@RailMinIndia Water not available in train no. 22944Coach S10PNR 8148142547,water available train coach spnr,NEGATIVE,0.997352123260498
0,@RailMinIndia PNR 8148161618No water in any of the taps provided be it washbasin or toilets.,pnr no water tap provided washbasin toilet,NEGATIVE,0.9960212111473083
3,@RailMinIndia  @mealsonwheels #missing cutlery drink sache etc. Server n TT say menu old. 12006 C1 65 10/06 Just FYI https://t.co/uKBiOqICpG,missing cutlery drink sache etc server n tt say menu old c just fyi httpstcoukbioqicpg,NEGATIVE,0.9996721744537354
3,"@RailMinIndia Sir,???? ?????? ???? Tweet Delete ?? ???? ??,water point ?? ???????? ???? ???? ?? ??? ??,???? ??????? ???? ?? ???? action ????",sir tweet delete water point action,NEGATIVE,0.9993376135826111
4,@RailMinIndia @DRMBRCWR Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. Aâ¦ https://t.co/p5Ispx8g3R,maximum train stoppage bharuch we want also stoppage train evening time aâ httpstcopispxgr,NEGATIVE,0.9805554747581482
0,"@RailMinIndia @sureshpprabhu filthy toilet in A1 coach of Shalimar Exp 14645, coach smelling rotten. Can any1 redUce our tragedy?",filthy toilet a coach shalimar exp coach smelling rotten can reduce tragedy,NEGATIVE,0.9991629123687744
3,@sureshpprabhu @RailMinIndia sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it..,sir yesterday saw launch irctc menu kid healthy junk food pls look,NEGATIVE,0.9937227368354797
1,"@RailMinIndia @Abhishe10700831 Sir, FIR has been lodged by GRP/Gwalior vide Cr.No. 75/16 U/S 380 IPC.",sir fir lodged grpgwalior vide crno us ipc,NEGATIVE,0.9949290752410889
6,"RT @LisaCBooks: Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",rt dark pursuit pnr holiday story sale cent httpstcomfxzyctii httpstcoqvseutkti,NEGATIVE,0.9953568577766418
5,@ankulaagarwal @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct @drmbct please take N/A.,please take na,NEGATIVE,0.9835616946220398
6,"@RailMinIndia @soumyaz007 Sir, attended u r mother at Berhampur &amp; Khurda road, but she had no problem. Thanks for calling us.",sir attended u r mother berhampur amp khurda road problem thanks calling u,POSITIVE,0.9948425889015198
1,"@RailMinIndia @sureshpprabhu Train 12554, DOJ 10/6/16In frst general coach2nd part ppl r fighting n in another only few ppl are there,Why",train doj in frst general coachnd part ppl r fighting n another ppl therewhy,NEGATIVE,0.9921866655349731
0,"@RailMinIndia @sureshpprabhuSir,problem still persistNo water in Toilets and wash basinTrain is halted at small stops making it more late",problem still persistno water toilets wash basintrain halted small stop making late,NEGATIVE,0.9991065859794617
3,@RailMinIndia @sureshpprabhu.HE REPLIED if you can complain you can.I am from IRCTC not any vendor.PNR No 4119867656 https://t.co/Sn1rEHHs0U,he replied complain cani irctc vendorpnr no httpstcosnrehhsu,NEGATIVE,0.9939963817596436
4,"@RailMinIndia @drmmumbaicr @GM_CRly Today during the morning peak hours, trains were jam packed &amp; late by almost 15-20 mins. MADE IN INDIA.",today morning peak hour train jam packed amp late almost min made in india,NEGATIVE,0.9890069961547852
5,@sureshpprabhu Sir plz help to get handicap id card for online ticket booking on IRCTC. Officials at CSTM stn not helping! @RailMinIndia,sir plz help get handicap id card online ticket booking irctc officials cstm stn helping,NEGATIVE,0.999006450176239
6,"@RailMinIndia thanks for quick response.Staff attended,inform me that sun window screen was there. Sorry for misunderstanding on my part.",thanks quick responsestaff attendedinform sun window screen sorry misunderstanding part,NEGATIVE,0.9869083166122437
3,@RailMinIndia 12142 please enquiry pantry carMineral water neer not saleComing station SantaSale water other local company,please enquiry pantry carmineral water neer salecoming station santasale water local company,NEGATIVE,0.9577996730804443
5,"@RailMinIndia Dearsir,mymom is &gt;60 yrs and my law she is 46 but i hv cnfrm ticket from yuva pnr 2547183534 UB for bth F.plz help forUB to LB",dearsirmymom gt yr law hv cnfrm ticket yuva pnr ub bth fplz help forub lb,NEGATIVE,0.9899858832359314
5,"@RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citizen, ladies many people standing",ajmer exp some people sleeping local coash senior citizen lady many people standing,NEGATIVE,0.9856552481651306
0,@RailMinIndia train no.12791 coach B2 ....no water in toilet since morning......kindly help,train coach b water toilet since morningkindly help,NEGATIVE,0.930982768535614
5,@RailMinIndia I don't know how transgenders enter in sleeper class without  valid ticket and bag for money and bother young boys..,i dont know transgenders enter sleeper class without valid ticket bag money bother young boy,NEGATIVE,0.9974021911621094
3,@RailMinIndia @drmdelhi water point vendor at PF 1 charging extra money for water without any reason.,water point vendor pf charging extra money water without reason,NEGATIVE,0.9982765913009644
0,@RailMinIndia @sureshpprabhu cleaning staff of railways dumping garbage through the gaps in the vestibule area. https://t.co/olc5vM41ua,cleaning staff railway dumping garbage gap vestibule area httpstcoolcvmua,NEGATIVE,0.997627317905426
4,@sureshpprabhu @RailMinIndia Sir mai 1 month me 5-6 bar yatra kr aur aaj bhi kr rha 22408 ANVT-BSB se aur hr bar ye late h aur aaj bhi late,sir mai month bar yatra kr aur aaj bhi kr rha anvtbsb se aur hr bar ye late h aur aaj bhi late,NEGATIVE,0.9857909679412842
3,"

@RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir can we get for which we all r paying or just cheating in name of food",sir get r paying cheating name food,NEGATIVE,0.9977242350578308
0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/t2BvLBOTOP",boarded train number starting new delhi station b compartment completely dirty httpstcotbvlbotop,NEGATIVE,0.9989770650863647
6,@RailMinIndia replace the boggie at the latest,replace boggie latest,NEGATIVE,0.9905527830123901
0,@sureshpprabhu @RailMinIndia last night travel from badnera(MH)found no Cleanliness@station.Toilets/water dispenser was in bad shape,last night travel badneramhfound cleanlinesstoiletswater dispenser bad shape,NEGATIVE,0.9996626377105713
0,@RailMinIndia No water in B1 of 15232 since noon. People are buying mineral water to go to washrooms. Please help. Pnr 6352338749,no water b since noon people buying mineral water go washroom please help pnr,NEGATIVE,0.9962300658226013
7,@anujajoshi9 @RatlamDRM @RailMinIndia @IR_ENHM will be attended at kota . please share your mobile no .,attended kota please share mobile,NEGATIVE,0.8504402041435242
3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/crClsrbPvB,vendor simply overcharging charging r instead r printed mrp httpstcocrclsrbpvb,NEGATIVE,0.9994974136352539
3,"@sureshpprabhu @RailMinIndia Thnks for baby food in selected stations. Cant there be essential medical stores, under JAN AUSHADHI Scheme?",thnks baby food selected station cant essential medical store jan aushadhi scheme,NEGATIVE,0.9920491576194763
2,@sureshpprabhu @RailMinIndia middle birth fall on me while sleeping on lower birth due 2 technical fault in middle birth.,middle birth fall sleeping lower birth due technical fault middle birth,NEGATIVE,0.9935634136199951
0,@RailMinIndia we presently traveling from tata nagar to jammu by muri express(18101).We are facing lot of problems mainly water  in toilet.,presently traveling tata nagar jammu muri expresswe facing lot problem mainly water toilet,NEGATIVE,0.996588945388794
5,@sureshpprabhu @RailMinIndia so get Aadhar no of passengers travelling you get all details automatically. Mobile nos send ticket details it,get aadhar passenger travelling get detail automatically mobile no send ticket detail,NEGATIVE,0.9582937359809875
1,"@RailMinIndia @7Ravik Sir, FIR has been lodged by GRP/MGS vide Cr.No. Nil/127/16 U/S 379 IPC has been transferred to GRP/NDLS.",sir fir lodged grpmgs vide crno nil us ipc transferred grpndls,NEGATIVE,0.9980795383453369
4,"@sureshpprabhu sir, I am at NDLS st. 3 plateform counter and only one no.8 is active. We commuters are facing problems.@RailMinIndia",sir i ndls st plateform counter one active we commuter facing problem,NEGATIVE,0.9974932670593262
4,@RailMinIndia @IRCTC_Ltd @DCPDelhiRailway @drmdelhi Train 12724 has been at a halt since 30 mins at Hazrat Nizamuddâ¦ https://t.co/ntm09W6sci,train halt since min hazrat nizamuddâ httpstcontmwsci,NEGATIVE,0.9964866638183594
2,@RailMinIndia @drmdelhi @IR_EDMECHG @CRSE_CHG_NR 2139649203 Name Ahmad Ali D2 sheat no 29,name ahmad ali d sheat,NEGATIVE,0.9862581491470337
0,"Travelling in an extremely unclean compartment in Falaknuma 12703, no cleaning done on compartment B3.water loggedâ¦ https://t.co/JwALKcH36T",travelling extremely unclean compartment falaknuma cleaning done compartment bwater loggedâ httpstcojwalkcht,NEGATIVE,0.9992843270301819
6,@amt10x @RailMinIndia @nerailwaygkp  https://t.co/mWqazSZhv9,httpstcomwqazszhv,NEGATIVE,0.9891127943992615
6,@RailMinIndia @sureshpprabhu  mumbai locals collapsed on very first day of monsoon.hope we will not suffer in this season,mumbai local collapsed first day monsoonhope suffer season,NEGATIVE,0.9961488246917725
5,@RailMinIndia travelling in 12955 frm Mum to kota. Sunshine vendor charging 25 Rs for ice cream of Rs 10. Evn after objecting no refund.,travelling frm mum kota sunshine vendor charging rs ice cream rs evn objecting refund,NEGATIVE,0.993834376335144
0,@RailMinIndia in train no 19168 we r facing horrible cooling problem since early morning... do some necessary action,train r facing horrible cooling problem since early morning necessary action,NEGATIVE,0.9880442023277283
6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/tZ1SopOrL4,httpstcotzsoporl,NEGATIVE,0.9843183159828186
0,"@RailMinIndia ;@sureshpprabhuTravelling by 12111.No water in B3, B4. Raised to TTE,called Igatpuri. No action. Again to Bhusaval. Pls help.",no water b b raised ttecalled igatpuri no action again bhusaval pls help,NEGATIVE,0.9990746974945068
0,@sureshpprabhu @RailMinIndia it was very difficult to locate a dustbin @ Wardha railway stn. How do you expect to keep it clean...,difficult locate dustbin wardha railway stn how expect keep clean,NEGATIVE,0.999329686164856
4,@RailMinIndia @sureshpprabhu  what is the benefit of paying 2000-3000 for sleeper tickets when train is running late https://t.co/g0p0TxfZGZ,benefit paying sleeper ticket train running late httpstcogptxfzgz,POSITIVE,0.9797505140304565
5,@RailMinIndia My mother is a cancer patient but does not get confirm ticket https://t.co/gG1iO1XTaW,my mother cancer patient get confirm ticket httpstcoggioxtaw,NEGATIVE,0.9988239407539368
5,"@sureshpprabhu @RailMinIndia u say service has got prompt.sample this,filed TDR on 13th feb 16,yet to get refund https://t.co/LUwYRX2Tfv",u say service got promptsample thisfiled tdr th feb yet get refund httpstcoluwyrxtfv,NEGATIVE,0.9918826222419739
4,#NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦ https://t.co/8C0robxMP9,ntes national train enquiry system updating mumbai localtrain running info properly httpstcocrobxmp,NEGATIVE,0.9996492862701416
0,"@sureshpprabhu @RailMinIndia PNR 8248171565,Train No.12141, train just started few hrs back, toilet dirty, no light in 1 toilet, no water",pnr train no train started hr back toilet dirty light toilet water,NEGATIVE,0.9974671602249146
0,RT @RupSgsits: @RailMinIndia Fan is not working in Train:12295 coach S2-47/48. Please assist.,rt fan working train coach s please assist,NEGATIVE,0.9973324537277222
6,RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter,railminindia no responce railway plz look matter,NEGATIVE,0.991905689239502
3,@RailMinIndia @sureshpprabhu food quality is very bad and behaviour of vender is very rude,food quality bad behaviour vender rude,NEGATIVE,0.9995946288108826
4,@RailMinIndia Train no-05514 is 5 hours late.this train is for suvidha but what I m waiting for train at least 4 hours.,train hour latethis train suvidha i waiting train least hour,NEGATIVE,0.9869008660316467
5,@sureshpprabhu Must check online tatkal ticket conspiracy #agentsfeed #publicbeingcheated #follpublic #govtloot @RailMinIndia @IRCTC_Ltd,must check online tatkal ticket conspiracy agentsfeed publicbeingcheated follpublic govtloot,NEGATIVE,0.992138683795929
